web-scraper-order,web-scraper-start-url,Technology,name,sector,location
"1643580428-3964","https://500.co/companies","SaaS","BridgeUS","Travel / Hospitality","US"
"1643580428-6206","https://500.co/companies","On-demand / Delivery","Winc","Home & Personal","US"
"1643580428-3892","https://500.co/companies","SaaS","Bindez","Market intel","Myanmar"
"1643580428-4189","https://500.co/companies","SaaS","Cube.js","Productivity","US"
"1643580428-3820","https://500.co/companies","-","AVATOUR","Developer Tools","US"
"1643580428-5451","https://500.co/companies","Direct service","Project Ocean","Drug Discovery & Delivery","US"
"1643580428-4828","https://500.co/companies","FoodTech, E-Commerce","Justo","-","Mexico"
"1643580428-4689","https://500.co/companies","On-demand / Delivery","HomeTouch","Patient services","UK"
"1643580428-5857","https://500.co/companies","Marketplace","Sumutasu","Housing & Real Estate","Japan"
"1643580428-5169","https://500.co/companies","SaaS","NativeAd","Adtech / Martech","Spain"
"1643580428-4166","https://500.co/companies","Marketplace","Crash","Recruiting","US"
"1643580428-5696","https://500.co/companies","Marketplace","SidelineSwap","Fashion","US"
"1643580428-3824","https://500.co/companies","SaaS","Avision","Aerospace / Drones","US"
"1643580428-3900","https://500.co/companies","Mobile","Bitrefill","Payments","Sweden"
"1643580428-4422","https://500.co/companies","On-demand / Delivery","FIGS","Fashion","US"
"1643580428-3955","https://500.co/companies","SaaS","BrandBoards","Adtech / Martech","US"
"1643580428-6032","https://500.co/companies","Marketplace","Trustify","Security","US"
"1643580428-3850","https://500.co/companies","On-demand / Delivery","BarkBox","Animals","US"
"1643580428-5246","https://500.co/companies","SaaS","ONDiGO","Marketing & Sales","US"
"1643580428-4631","https://500.co/companies","SaaS","HappyCo","Finance & Accounting","Australia"
"1643580428-4158","https://500.co/companies","Mobile","COSY","Logistics","US"
"1643580428-5416","https://500.co/companies","SaaS","Populr.me","Developer Tools","US"
"1643580428-4455","https://500.co/companies","Mobile","Float","Lending / Investments","US"
"1643580428-5691","https://500.co/companies","-","Shweproperty","-","Myanmar"
"1643580428-4343","https://500.co/companies","SaaS","Entrenaya","Fitness","Argentina"
"1643580428-6028","https://500.co/companies","SaaS","TrustCloud","Financial infrastructure","US"
"1643580428-3656","https://500.co/companies","Marketplace","42 Floors","Realty / Rentals","US"
"1643580428-6185","https://500.co/companies","SaaS","WePow","Recruiting","UK"
"1643580428-5279","https://500.co/companies","SaaS","Otherinbox","Productivity","US"
"1643580428-5662","https://500.co/companies","Cloud / Content","Sharebloc","Social media","US"
"1643580428-5486","https://500.co/companies","SaaS","Qualio","ERP","Ireland"
"1643580428-5510","https://500.co/companies","SaaS","Rainbird","Developer tools","UK"
"1643580428-3958","https://500.co/companies","On-demand / Delivery","Breadfast","Home & Personal","Egypt"
"1643580428-5427","https://500.co/companies","Mobile","Predict BGL","Health monitoring","Australia"
"1643580428-4547","https://500.co/companies","SaaS","Givesurance","Insurance","US"
"1643580428-4953","https://500.co/companies","SaaS","Life360","Healthcare Services & Telehealth","US"
"1643580428-6239","https://500.co/companies","Direct service","Xfers","Payments","Singapore"
"1643580428-5106","https://500.co/companies","Industrials, Advanced Manufacturing, 3D Printing","Mogassam","-","Egypt"
"1643580428-4297","https://500.co/companies","SaaS","EatGeek","CRM / Customer success","US"
"1643580428-4703","https://500.co/companies","Direct sale","Huinno","Medical Device & Monitoring","South Korea"
"1643580428-4183","https://500.co/companies","Marketplace","CrowdMade","Fashion","US"
"1643580428-5536","https://500.co/companies","Mobile","Red Cape HR Software","Personnel / Benefits","Philippines"
"1643580428-4251","https://500.co/companies","SaaS, Mobile, Marketing Tech, eSports","DigitaSport","-","UAE"
"1643580428-4591","https://500.co/companies","LOHAS & Wellness, FoodTech","Greenish","-","Saudi Arabia"
"1643580428-3687","https://500.co/companies","O2O","Adventure Bucket List","Travel / Hospitality","Canada"
"1643580428-5747","https://500.co/companies","O2O","SnapStays","Coworking","US"
"1643580428-5040","https://500.co/companies","O2O","Meddy","Patient services","Qatar"
"1643580428-3646","https://500.co/companies","SaaS","3TEN8","IT tools","US"
"1643580428-5112","https://500.co/companies","-","Momo Project","Animals","US"
"1643580428-4784","https://500.co/companies","Direct service","Involve Asia","Adtech / Martech","Malaysia"
"1643580428-5871","https://500.co/companies","SaaS","Sverve","Adtech / Martech","US"
"1643580428-5869","https://500.co/companies","Cloud / Content","SVAcademy","Professional training","US"
"1643580428-5031","https://500.co/companies","Marketplace","Markhor","Fashion","Pakistan"
"1643580428-4980","https://500.co/companies","Mobile","Logic Roots","Gaming / eSports","India"
"1643580428-6141","https://500.co/companies","Direct service","Volt14","Energy","Hong Kong"
"1643580428-5231","https://500.co/companies","On-demand / Delivery","Office Luv","Procurement","US"
"1643580428-3725","https://500.co/companies","SaaS","AlphaBoost","Market intel","US"
"1643580428-4811","https://500.co/companies","-","Jingle Pay","-","-"
"1643580428-5269","https://500.co/companies","Mobile, FoodTech, FinTech","Ordera","-","Egypt"
"1643580428-4150","https://500.co/companies","O2O","Cookly","""Travel, Leisure & Tourism""","Thailand"
"1643580428-4804","https://500.co/companies","-","Jasper","Payments","US"
"1643580428-4658","https://500.co/companies","-","Hexágono","-","Mexico"
"1643580428-4560","https://500.co/companies","Direct sale","Glyph","Fashion","US"
"1643580428-4426","https://500.co/companies","Mobile","Finaeo","Financial research","Canada"
"1643580428-4882","https://500.co/companies","SaaS","Koding","Developer tools","US"
"1643580428-3650","https://500.co/companies","Cloud / Content","9GAG","Entertainment","Hong Kong"
"1643580428-6129","https://500.co/companies","SaaS","Visor","Lending / Investments","Mexico"
"1643580428-4608","https://500.co/companies","Direct service","GTR","Gaming / eSports","US"
"1643580428-4055","https://500.co/companies","-","Chemical Technologies","Manufacturing","US"
"1643580428-4076","https://500.co/companies","Mobile","Citizen Logistics","Civictech","US"
"1643580428-5723","https://500.co/companies","Cloud / Content","Skilllane","College / Continuing education","Thailand"
"1643580428-5047","https://500.co/companies","Mobile","MedStack","Healthcare IT & Operations","Canada"
"1643580428-4820","https://500.co/companies","On-demand / Delivery","Juked","Gaming & eSports","US"
"1643580428-5808","https://500.co/companies","Token","Stably","Cryptocurrency","Canada"
"1643580428-5841","https://500.co/companies","Mobile","StreetHawk","Market intel","Australia"
"1643580428-4125","https://500.co/companies","O2O","ComeCasero","Food","Mexico"
"1643580428-4284","https://500.co/companies","Mobile","DuitHape","Consumer Finance","Indonesia"
"1643580428-4226","https://500.co/companies","-","DBA BuiltFirst","Productivity","US"
"1643580428-5439","https://500.co/companies","SaaS","Price.com","Home & Personal","US"
"1643580428-4341","https://500.co/companies","SaaS","Enplug","Adtech / Martech","US"
"1643580428-4548","https://500.co/companies","SaaS","Gizmo","Adtech / Martech","US"
"1643580428-5672","https://500.co/companies","SaaS","Shippio","Accounting / Audit","Japan"
"1643580428-3690","https://500.co/companies","SaaS","Affinity China","Travel / Hospitality","China"
"1643580428-3936","https://500.co/companies","Mobile","Book. Stay. Go.","Property management","US"
"1643580428-5502","https://500.co/companies","SaaS","Qwil","Personnel / Benefits","US"
"1643580428-6224","https://500.co/companies","SaaS","WorkGenius","Personnel / Benefits","US"
"1643580428-5521","https://500.co/companies","-","Raseedi","-","Egypt"
"1643580428-5631","https://500.co/companies","SaaS","Screencloud","Adtech / Martech","UK"
"1643580428-4351","https://500.co/companies","SaaS","EquityZen","Lending / Investments","US"
"1643580428-5577","https://500.co/companies","On-demand / Delivery","RidePal","Ridesharing / Vehicle rental","US"
"1643580428-6112","https://500.co/companies","-","Vibely","Social","US"
"1643580428-5813","https://500.co/companies","Marketplace","StalkBuyLove","Fashion","India"
"1643580428-5518","https://500.co/companies","SaaS","Rapportive","CRM / Customer success","US"
"1643580428-5761","https://500.co/companies","Mobile","SOFY","Developer tools","US"
"1643580428-5981","https://500.co/companies","-","Tourbitz","-","Colombia"
"1643580428-5979","https://500.co/companies","Marketplace","TotSpot","Children / Toys","US"
"1643580428-4549","https://500.co/companies","SaaS","Giztix","Supply Chain & Logistics","Thailand"
"1643580428-6131","https://500.co/companies","Marketplace","VivaReal","Realty / Rentals","Brazil"
"1643580428-4479","https://500.co/companies","Cloud / Content","FounderDating","Social media","US"
"1643580428-5115","https://500.co/companies","SaaS","MoneyFellows","Financial infrastructure","Egypt"
"1643580428-5529","https://500.co/companies","Mobile","Realiteer","Fitness","US"
"1643580428-4878","https://500.co/companies","O2O","Knote","Co-working","US"
"1643580428-3711","https://500.co/companies","Direct service","Aliena","Aviation & Space","Singapore"
"1643580428-5965","https://500.co/companies","Direct service","Timbuktu","Early childhood","US"
"1643580428-5606","https://500.co/companies","-","SAIB & Co.","Home & Personal","South Korea"
"1643580428-4110","https://500.co/companies","SaaS","Codec London","Data & Analytics","UK"
"1643580428-5987","https://500.co/companies","-","Trace","Accounting / Audit","US"
"1643580428-4748","https://500.co/companies","Mobile","Infonesia","Collaboration","Indonesia"
"1643580428-4619","https://500.co/companies","Cloud / Content","Haemukja","Food","South Korea"
"1643580428-5361","https://500.co/companies","-","Pineapple","-","Ireland"
"1643580428-4604","https://500.co/companies","On-demand / Delivery","GrowlersMX","Food","Mexico"
"1643580428-4720","https://500.co/companies","Marketplace","Iconfinder","IT tools","Denmark"
"1643580428-4832","https://500.co/companies","Mobile","Kaleidoscope","Consumer eCom","US"
"1643580428-5129","https://500.co/companies","On-demand / Delivery","Mountary","Consumer eCom","US"
"1643580428-4868","https://500.co/companies","Marketplace","Kinnek","Procurement","US"
"1643580428-5880","https://500.co/companies","SaaS","SynapseMX","Logistics","US"
"1643580428-3929","https://500.co/companies","Direct sale","Bohemian Guitars","Consumer eCom","US"
"1643580428-4498","https://500.co/companies","-","Funding Societies","-","-"
"1643580428-4646","https://500.co/companies","On-demand / Delivery","HeartThis","Consumer eCom","US"
"1643580428-5822","https://500.co/companies","SaaS","Stellapps","Agriculture","India"
"1643580428-4589","https://500.co/companies","Mobile","Greengar","Collaboration","US"
"1643580428-3926","https://500.co/companies","SaaS","Blurbiz","Media Content","US"
"1643580428-4138","https://500.co/companies","SaaS, HR Tech, EdTech","Conicle","-","Thailand"
"1643580428-4960","https://500.co/companies","Cloud / Content","Lingualeo","College / Continuing education","Russia"
"1643580428-5083","https://500.co/companies","On-demand / Delivery","MileHigh Organics","Food","US"
"1643580428-4890","https://500.co/companies","SaaS","Konnect-I","Professional services","Egypt"
"1643580428-4521","https://500.co/companies","SaaS","GazeMetrix","Market intel","India"
"1643580428-3984","https://500.co/companies","Cloud / Content","Bunch","Social media","Canada"
"1643580428-4755","https://500.co/companies","-","Init 6","Payments","Singapore"
"1643580428-6098","https://500.co/companies","On-demand / Delivery","Veduca","College / Continuing education","Brazil"
"1643580428-6003","https://500.co/companies","Marketplace","Transtutors","College / Continuing education","India"
"1643580428-4192","https://500.co/companies","Direct service","Culture Kitchen","Food","US"
"1643580428-5553","https://500.co/companies","SaaS","Remix","Government & Smart Cities","US"
"1643580428-3835","https://500.co/companies","O2O","Baania","Housing & Real Estate","Thailand"
"1643580428-4792","https://500.co/companies","Direct sale","Iron Drone","IT tools","Mexico"
"1643580428-4169","https://500.co/companies","-","Creative Market","Consumer eCom","US"
"1643580428-5296","https://500.co/companies","SaaS","Pack","Pets","US"
"1643580428-5395","https://500.co/companies","SaaS","PlusMargin","Adtech / Martech","Singapore"
"1643580428-4264","https://500.co/companies","SaaS","DocDoc","Patient services","Singapore"
"1643580428-5302","https://500.co/companies","-","PandaCredit","Financial infrastructure","Indonesia"
"1643580428-6207","https://500.co/companies","SaaS","Wiselike","Social media","US"
"1643580428-3899","https://500.co/companies","-","Bitacora","-","-"
"1643580428-4042","https://500.co/companies","Token","ChangeCoin","Payments","US"
"1643580428-5202","https://500.co/companies","SaaS","Nitrous","Developer tools","US"
"1643580428-5743","https://500.co/companies","Mobile","Smule","Media production","US"
"1643580428-5913","https://500.co/companies","Cloud / Content","TeachStreet","College / Continuing education","US"
"1643580428-5596","https://500.co/companies","Direct service","Rumarocket","Recruiting","Philippines"
